기간,국가명,수출건수,수출금액,수입건수,수입금액,무역수지
2007.03,보스니아-헤르체고비나,28,"3,642",4,34,"3,609"
2007.03,파라과이,67,"3,205",4,19,"3,186"
2007.03,브루나이,57,"3,109",10,"47,524","-44,414"
2007.03,지부티,42,"3,100",0,0,"3,100"
2007.03,모리셔스,128,"3,089",6,127,"2,963"
2007.03,베닝,89,"3,089",0,0,"3,089"
2007.03,피지,67,"2,877",12,66,"2,811"
2007.03,과델로프,18,"2,678",0,0,"2,678"
2007.03,세네갈,86,"2,651",10,282,"2,369"
2007.03,카메룬,60,"2,270",15,"88,761","-86,491"
2007.03,자마이카,62,"2,181",5,107,"2,074"
2007.03,조지아,53,"2,034",9,147,"1,887"
2007.03,토고,45,"1,919",0,0,"1,919"
2007.03,아이슬란드,52,"1,893",22,552,"1,341"
2007.03,베라루스,49,"1,878",18,466,"1,412"
2007.03,마카오,145,"1,791",37,459,"1,331"
2007.03,마다카스카르,50,"1,784",7,214,"1,570"
2007.03,나우르,2,"1,692",0,17,"1,675"
2007.03,불령 폴리네시아,39,"1,690",3,122,"1,568"
2007.03,룩셈부르그,42,"1,667",109,"7,098","-5,431"
2007.03,모잠비크,25,"1,634",2,84,"1,551"
2007.03,아루바,34,"1,506",2,100,"1,406"
2007.03,콩고,35,"1,388",6,"60,021","-58,633"
2007.03,아르메니아,37,"1,295",4,529,766
2007.03,타지크,254,"1,262",17,"6,505","-5,243"
2007.03,레소토,10,"1,237",0,0,"1,237"
2007.03,마티니크,7,"1,212",0,0,"1,212"
2007.03,네덜란드 열도,25,"1,155",2,0,"1,155"
2007.03,사모아,23,"1,127",4,9,"1,118"
2007.03,파푸아 뉴기니,36,"1,103",18,"9,776","-8,673"
2007.03,짐바브웨,38,"1,084",17,"11,527","-10,443"
2007.03,우간다,23,952,1,95,857
2007.03,바베이도스,27,891,0,0,891
2007.03,스와질랜드,55,871,61,"2,811","-1,941"
2007.03,아이티,34,841,3,130,711
2007.03,마이크로네시아,38,727,1,12,715
2007.03,몰도바,17,682,6,145,537
2007.03,도미니카,19,631,1,33,598
2007.03,콩고민주공화국,10,624,2,73,551
2007.03,볼리비아,27,616,11,"16,434","-15,818"
2007.03,네팔,59,605,20,62,543
2007.03,잠비아,20,546,24,"41,638","-41,092"
2007.03,벨리제,13,541,3,1,540
2007.03,리히텐슈타인,13,534,21,200,334
2007.03,말라위,9,511,11,"4,289","-3,778"
2007.03,알바니아,21,485,2,13,472
2007.03,세이쉘,3,477,0,15,462
2007.03,세인트 루시아,11,473,0,0,473
2007.03,모리타니,14,464,1,638,-174
2007.03,마세도니아,16,418,3,"1,750","-1,332"
2007.03,안티가 바부다,17,403,1,1,403
2007.03,영령 캐이맨 군도,12,396,0,0,396
2007.03,가봉,12,390,4,198,192
2007.03,수리남,20,368,2,52,317
2007.03,말리,6,264,0,0,264
2007.03,바누아투,25,257,1,1,257
2007.03,불령 가이아나,7,227,0,0,227
2007.03,가이아나,11,187,2,7,180
2007.03,카보 베르데,5,181,1,37,145
2007.03,니제르,2,168,2,32,136
2007.03,시에라 리온,4,149,5,136,13
2007.03,몰디브,14,144,1,0,143
2007.03,적도 기니,4,140,0,0,140
2007.03,부탄,8,132,0,0,132
2007.03,루안다,2,129,1,97,32
2007.03,솔로몬 군도,10,128,13,"3,141","-3,013"
2007.03,부르키나 파소,7,126,0,0,126
2007.03,보츠와나,5,121,12,206,-86
2007.03,에리트리아,2,121,0,0,121
2007.03,나미비아,3,105,4,"10,521","-10,416"
2007.03,팔라우,12,102,1,82,19
2007.03,소말리아,1,95,0,0,95
2007.03,안도라,2,90,1,6,85
2007.03,투르크멘,6,86,0,0,86
2007.03,그레나다,5,78,0,0,78
2007.03,아메리칸 사모아,17,72,1,90,-19
2007.03,투르크 & 카이코스 군도,1,67,0,0,67
2007.03,마이너 아우틀링 합중국 군도,1,57,0,0,57
2007.03,세인트 키츠 네비스,2,56,0,0,56
2007.03,산마리노,2,53,0,0,53
2007.03,지브랄타,5,45,0,0,45
2007.03,쿡 아일랜드,1,39,0,0,39
2007.03,앙귈라,1,36,0,0,36
2007.03,영령 버진군도,5,34,1,0,34
2007.03,챠드,1,34,0,0,34
2007.03,감비아,5,28,1,47,-19
2007.03,세인트 빈센트 그레나딘,2,17,0,0,17
2007.03,모나코,3,15,12,"1,599","-1,583"
2007.03,포클랜드 군도,4,14,0,0,14
2007.03,상토메 프린스페,2,13,1,130,-116
2007.03,세인트 헬레나,1,1,1,14,-13
2007.03,파로에 군도,1,1,0,0,1
2007.03,토켈라우,0,0,2,57,-57
2007.03,기네비소,0,0,1,45,-45
2007.03,통가,1,0,0,0,0
2007.03,중앙아프리카공화국,0,0,2,53,-53
2007.03,몬트세라트,0,0,0,0,0
2007.03,니우에,0,0,1,7,-7
2007.03,미령 버진군도,0,0,1,1,-1
2007.03,그린랜드,0,0,5,188,-188
2007.03,교황청,0,0,1,130,-130
2007.03,메요트,1,0,0,0,0
2007.04,중국,"86,867","6,513,503","163,427","5,447,491","1,066,012"
2007.04,미국,"49,074","3,847,638","76,727","3,416,959","430,680"
2007.04,일본,"42,899","2,097,440","88,855","4,972,021","-2,874,581"
2007.04,홍콩,"30,258","1,406,654","7,731","159,545","1,247,108"
2007.04,대만,"13,848","1,132,434","18,151","793,228","339,206"
2007.04,독일,"10,446","979,719","25,274","1,128,689","-148,970"
2007.04,싱가포르,"13,285","802,228","10,714","579,895","222,333"
2007.04,러시아 연방,"5,078","550,650","1,180","614,645","-63,995"
2007.04,인도네시아,"11,554","532,460","4,242","757,102","-224,643"
2007.04,인도,"7,750","519,958","3,115","329,920","190,038"
2007.04,멕시코,"5,559","506,358","1,770","70,610","435,748"
2007.04,베트남,"14,153","473,861","3,732","102,874","370,986"
2007.04,영국,"6,098","470,404","7,170","293,538","176,866"
2007.04,말레이시아,"8,311","415,694","9,783","801,301","-385,607"
2007.04,태국,"9,382","415,330","7,164","342,208","73,122"
2007.04,호주,"6,488","378,438","4,155","1,100,884","-722,446"
2007.04,이탈리아,"5,067","357,724","10,000","304,245","53,479"
2007.04,사우디아라비아,"2,725","356,119",278,"1,629,708","-1,273,590"
2007.04,터키,"3,343","327,211",461,"46,255","280,956"
2007.04,캐나다,"5,001","311,105","3,392","230,104","81,002"
2007.04,마샬군도,14,"309,860",0,0,"309,860"
2007.04,네덜란드,"4,623","307,646","2,770","339,561","-31,916"
2007.04,필리핀,"7,175","306,235","5,720","205,123","101,112"
2007.04,스페인,"3,322","303,063","1,746","66,741","236,323"
2007.04,아랍에미리트 연합,"4,526","289,964",222,"688,360","-398,396"
2007.04,폴란드,"3,054","283,929",436,"22,664","261,265"
2007.04,브라질,"3,654","269,200",730,"163,883","105,318"
2007.04,프랑스,"4,329","265,996","6,760","343,659","-77,664"
2007.04,슬로바키아,"1,807","259,128",141,"4,742","254,386"
2007.04,칠레,"1,239","230,823","1,132","336,152","-105,329"
2007.04,벨기에,"1,676","211,833","1,608","103,279","108,554"
2007.04,이란,"1,606","207,511",99,"465,777","-258,266"
2007.04,남아프리카공화국,"2,168","200,087",420,"115,749","84,339"
2007.04,그리스,944,"178,768",111,"4,869","173,899"
2007.04,라이베리아,14,"162,596",6,101,"162,495"
2007.04,쿠웨이트,611,"143,987",68,"561,406","-417,419"
2007.04,헝가리,"1,663","142,425",454,"17,758","124,668"
2007.04,우크라이나,949,"134,283",52,"11,974","122,309"
2007.04,이집트,"1,263","112,695",75,"40,767","71,928"
2007.04,베네주엘라,527,"108,297",5,45,"108,252"
2007.04,카타르,328,"92,708",67,"827,050","-734,341"
2007.04,이스라엘,"1,677","92,016",952,"71,935","20,081"
2007.04,콜롬비아,903,"91,395",84,"7,738","83,656"
2007.04,루마니아,616,"87,312",77,"3,746","83,566"
2007.04,핀란드,"1,388","84,194",925,"90,174","-5,980"
2007.04,오스트리아,"1,012","83,078","1,619","73,877","9,201"
2007.04,알제리,201,"78,122",1,35,"78,088"
2007.04,파나마,618,"77,308",25,"47,947","29,362"
2007.04,기타국,226,"77,184",232,"7,713","69,471"
2007.04,나이지리아,971,"68,491",6,"63,251","5,241"
2007.04,몰타,166,"66,298",94,"41,680","24,618"
2007.04,아일랜드,517,"63,542",795,"66,218","-2,676"
2007.04,체코공화국,829,"63,168",536,"28,454","34,714"
2007.04,파키스탄,"1,547","60,220",555,"40,661","19,559"
2007.04,우즈베크,572,"59,515",111,"4,460","55,054"
2007.04,방글라데시,"2,556","56,726",227,"7,640","49,086"
2007.04,스웨덴,"1,252","55,820","2,161","83,858","-28,038"
2007.04,덴마크,783,"53,769","1,517","43,715","10,054"
2007.04,뉴질랜드,"1,521","50,932","1,629","85,030","-34,098"
2007.04,페루,622,"48,528",200,"82,822","-34,294"
2007.04,카자흐스탄,833,"47,668",59,"30,645","17,023"
2007.04,시리아,389,"46,515",10,330,"46,186"
2007.04,슬로베니아,285,"42,622",98,"3,764","38,858"
2007.04,모로코,400,"40,030",179,"4,454","35,576"
2007.04,포루투갈,770,"39,918",213,"26,356","13,562"
2007.04,요르단,"1,306","39,695",43,"8,608","31,087"
2007.04,아르헨티나,648,"35,677",230,"70,249","-34,572"
2007.04,오만,257,"35,486",46,"231,262","-195,775"
2007.04,에쿠아도르,361,"34,924",23,913,"34,011"
2007.04,과테말라,645,"29,240",31,"9,521","19,719"
2007.04,수단,826,"27,585",4,"37,076","-9,491"
2007.04,캄보디아,"1,154","27,520",42,503,"27,017"
2007.04,스위스,713,"26,596","2,848","163,990","-137,394"
2007.04,리비아,727,"25,679",3,105,"25,574"
2007.04,바레인,212,"21,711",65,"48,573","-26,861"
2007.04,노르웨이,418,"19,372","1,067","116,639","-97,267"
2007.04,몽골,866,"16,946",30,"2,275","14,671"
2007.04,케냐,210,"16,756",10,174,"16,582"
2007.04,불가리아,310,"16,213",86,"2,745","13,468"
2007.04,이디오피아,78,"15,968",3,115,"15,853"
2007.04,스리랑카,921,"15,287",296,"4,471","10,816"
2007.04,이라크,81,"14,950",11,"200,141","-185,192"
2007.04,온두라스,239,"13,875",39,"23,997","-10,122"
2007.04,미얀마,429,"13,323",189,"5,096","8,227"
2007.04,코스타리카,249,"13,237",238,"5,399","7,838"
2007.04,예맨,213,"12,331",10,"44,882","-32,551"
2007.04,크로아티아,160,"11,875",19,"4,146","7,729"
2007.04,도미니카 공화국,204,"11,765",34,867,"10,898"
2007.04,앙골라,116,"11,336",1,231,"11,105"
2007.04,키르기스스탄,597,"10,577",1,2,"10,575"
2007.04,니카라과,335,"10,081",7,5,"10,076"
2007.04,아프카니스탄,104,"9,714",1,0,"9,714"
2007.04,쿠바,88,"9,363",6,280,"9,083"
2007.04,에스토니아,147,"8,660",47,"1,401","7,258"
2007.04,가나,412,"8,187",12,"1,405","6,782"
2007.04,푸에르토리코,105,"7,895",176,"14,289","-6,394"
2007.04,우루과이,116,"7,783",50,"3,788","3,996"
2007.04,엘살바도르,138,"7,624",20,260,"7,363"
2007.04,레바논,213,"7,094",27,"1,523","5,571"
2007.04,라트비아,191,"7,001",36,"1,444","5,557"
2007.04,튀니지,109,"6,421",40,"3,273","3,149"
2007.04,아제르바이잔,80,"5,505",0,0,"5,505"
2007.04,리투아니아,156,"5,142",53,701,"4,440"
2007.04,사이프러스,131,"5,061",8,224,"4,837"
2007.04,괌,182,"4,552",5,19,"4,533"
2007.04,트리니다드 토바고,65,"4,359",12,509,"3,850"
2007.04,아이슬란드,43,"4,312",25,"1,425","2,887"
2007.04,파라과이,74,"4,109",5,85,"4,025"
2007.04,베라루스,59,"4,027",25,"2,596","1,431"
2007.04,라오스,200,"3,639",10,"9,933","-6,294"
2007.04,탄자니아,66,"3,409",3,157,"3,252"
2007.04,베닝,83,"3,363",0,0,"3,363"
2007.04,조지아,58,"3,284",12,182,"3,102"
2007.04,뉴 칼레도니아,82,"3,249",4,77,"3,172"
2007.04,과델로프,25,"2,962",0,18,"2,945"
2007.04,불령 리유니온 코모도 제도,49,"2,903",0,0,"2,903"
2007.04,자마이카,70,"2,825",8,244,"2,581"
2007.04,북마리아나 군도,173,"2,735",9,18,"2,717"
2007.04,코트디봐르,61,"2,582",0,0,"2,582"
2007.04,마카오,172,"2,525",33,485,"2,040"
2007.04,룩셈부르그,43,"2,495",119,"9,196","-6,701"
2007.04,마티니크,27,"2,347",0,0,"2,347"
2007.04,모리셔스,120,"2,333",8,144,"2,190"
2007.04,불령 폴리네시아,39,"2,320",3,4,"2,316"
2007.04,레소토,13,"2,300",0,0,"2,300"
2007.04,세네갈,65,"2,188",9,263,"1,924"
2007.04,모잠비크,24,"2,184",3,114,"2,070"
2007.04,네팔,67,"2,129",15,30,"2,099"
2007.04,네덜란드 열도,32,"2,102",1,0,"2,102"
2007.04,브루나이,56,"2,099",6,"76,596","-74,497"
2007.04,아루바,40,"1,973",0,0,"1,973"
2007.04,부르키나 파소,1,"1,884",0,0,"1,884"
2007.04,콩고민주공화국,19,"1,874",3,617,"1,258"
2007.04,파푸아 뉴기니,62,"1,838",11,896,942
2007.04,마다카스카르,43,"1,768",1,126,"1,642"
2007.04,지부티,46,"1,742",0,0,"1,742"
2007.04,우간다,25,"1,634",4,145,"1,489"
2007.04,토고,31,"1,618",1,131,"1,487"
2007.04,콩고,48,"1,494",0,0,"1,494"
2007.04,바하마,30,"1,479",3,23,"1,456"
2007.04,카메룬,48,"1,297",15,"48,069","-46,772"
2007.04,말라위,15,"1,098",6,505,592
2007.04,바베이도스,32,"1,073",0,0,"1,073"
2007.04,니제르,8,"1,067",0,3,"1,064"
2007.04,피지,60,"1,042",6,248,793
2007.04,영령 버진군도,5,"1,023",0,0,"1,023"
2007.04,아이티,24,935,2,9,926
2007.04,스와질랜드,40,894,38,"3,208","-2,314"
2007.04,알바니아,20,872,4,19,853
2007.04,수리남,22,842,1,12,830
2007.04,마세도니아,14,787,1,4,782
2007.04,보스니아-헤르체고비나,18,732,3,32,701
2007.04,가이아나,11,676,0,0,676
2007.04,몰도바,13,637,7,364,273
2007.04,벨리제,20,627,1,0,627
2007.04,기니,23,597,6,151,446
2007.04,아르메니아,21,597,0,0,597
2007.04,모리타니,16,568,1,0,568
2007.04,볼리비아,34,548,16,585,-37
2007.04,타지크,137,536,8,"3,127","-2,591"
2007.04,몰디브,26,519,0,0,519
2007.04,리히텐슈타인,16,517,16,220,297
2007.04,에리트리아,5,461,1,269,193
2007.04,세이쉘,14,457,1,60,397
2007.04,영령 캐이맨 군도,11,410,0,0,410
2007.04,짐바브웨,19,389,7,"5,540","-5,151"
2007.04,보츠와나,7,386,6,68,318
2007.04,그레나다,7,371,0,0,371
2007.04,안티가 바부다,13,360,0,0,360
2007.04,도미니카,11,335,5,120,214
2007.04,사모아,14,318,2,23,295
2007.04,세인트 루시아,11,312,0,0,312
2007.04,불령 가이아나,5,297,0,0,297
2007.04,버뮤다,20,294,0,0,294
2007.04,루안다,5,237,0,0,237
2007.04,가봉,6,233,5,"2,365","-2,132"
2007.04,바누아투,19,189,0,0,189
2007.04,말리,7,181,1,3,179
2007.04,앙귈라,5,154,0,0,154
2007.04,미령 버진군도,3,132,3,1,131
2007.04,아메리칸 사모아,21,130,0,0,130
2007.04,투르크멘,4,126,0,0,126
2007.04,카보 베르데,4,120,1,22,98
2007.04,적도 기니,6,118,0,0,118
2007.04,부탄,12,116,0,0,116
2007.04,마이크로네시아,12,113,1,17,96
2007.04,시에라 리온,6,108,3,88,20
2007.04,세인트 빈센트 그레나딘,8,104,0,0,104
2007.04,잠비아,14,94,30,"47,793","-47,700"
2007.04,솔로몬 군도,5,93,10,"2,607","-2,514"
2007.04,안도라,4,77,4,59,18
2007.04,통가,4,74,0,0,74
2007.04,세인트 키츠 네비스,2,73,1,1,73
2007.04,감비아,4,70,0,0,70
2007.04,산마리노,2,64,1,0,63
2007.04,나미비아,12,55,3,"7,432","-7,376"
2007.04,팔라우,13,50,0,0,50
2007.04,쿡 아일랜드,2,46,0,0,46
2007.04,그린랜드,3,46,2,117,-71
2007.04,키리바티,1,38,0,0,38
2007.04,메요트,1,18,0,0,18
2007.04,기네비소,1,11,0,0,11
2007.04,지브랄타,7,8,0,0,8
2007.04,티모르,1,3,0,0,3
2007.04,중앙아프리카공화국,1,2,0,0,2
2007.04,나우르,1,2,1,0,2
2007.04,투르크 & 카이코스 군도,1,1,0,0,1
2007.04,파로에 군도,0,0,3,187,-187
2007.04,서사하라,0,0,1,0,0
2007.04,상토메 프린스페,0,0,2,97,-97
2007.04,토켈라우,0,0,1,2,-2
2007.04,마이너 아우틀링 합중국 군도,0,0,2,107,-107
2007.04,피트카이른,0,0,1,100,-100
2007.04,교황청,0,0,1,109,-109
2007.04,몬트세라트,0,0,1,0,0
2007.04,영령 인도양,0,0,0,1,-1
2007.04,모나코,0,0,9,"1,000","-1,000"
2007.05,중국,"86,808","6,582,280","156,832","5,285,958","1,296,322"
2007.05,미국,"53,073","4,125,798","77,867","3,159,698","966,100"
2007.05,일본,"40,919","2,177,336","82,238","4,733,951","-2,556,615"
2007.05,홍콩,"30,153","1,442,869","8,014","176,994","1,265,874"
2007.05,독일,"10,895","1,018,576","25,307","1,098,917","-80,340"
2007.05,대만,"14,072","996,675","18,527","747,597","249,078"
2007.05,싱가포르,"13,555","930,889","10,201","527,179","403,710"
2007.05,러시아 연방,"5,085","622,626","1,266","681,021","-58,396"
2007.05,멕시코,"5,695","547,025","1,941","83,997","463,028"
2007.05,인도네시아,"10,349","543,639","4,409","680,979","-137,340"
2007.05,영국,"6,676","494,841","7,408","306,936","187,906"
2007.05,인도,"7,540","474,119","2,899","441,550","32,569"
2007.05,베트남,"12,783","471,013","3,661","183,663","287,350"
2007.05,말레이시아,"8,463","415,602","9,616","712,612","-297,010"
2007.05,라이베리아,11,"382,661",11,109,"382,553"
2007.05,이탈리아,"5,225","368,830","10,340","275,839","92,990"
2007.05,태국,"8,970","368,817","7,787","315,432","53,385"
2007.05,스페인,"3,458","363,087","1,780","62,544","300,542"
2007.05,터키,"3,351","357,858",533,"36,478","321,380"
2007.05,파나마,589,"333,406",39,"50,853","282,554"
2007.05,네덜란드,"4,867","332,270","2,733","292,114","40,156"
2007.05,호주,"6,280","331,336","4,351","1,054,412","-723,076"
2007.05,사우디아라비아,"2,501","313,181",285,"1,718,570","-1,405,389"
2007.05,필리핀,"7,587","307,566","6,006","201,178","106,388"
2007.05,프랑스,"4,246","292,546","6,647","336,867","-44,321"
2007.05,캐나다,"4,974","290,764","3,416","322,693","-31,929"
2007.05,아랍에미리트 연합,"4,363","286,418",268,"995,881","-709,463"
2007.05,브라질,"3,859","277,326",914,"235,385","41,941"
2007.05,폴란드,"2,636","274,170",384,"18,673","255,497"
2007.05,마샬군도,21,"251,926",1,4,"251,921"
2007.05,칠레,"1,068","251,228",985,"331,095","-79,867"
2007.05,벨기에,"1,882","236,477","1,603","118,405","118,071"
2007.05,슬로바키아,"1,558","231,555",152,"6,867","224,687"
2007.05,이란,"1,654","224,828",99,"482,404","-257,576"
2007.05,스웨덴,"1,397","150,322","2,406","101,363","48,959"
2007.05,남아프리카공화국,"2,180","129,417",473,"104,339","25,077"
2007.05,그리스,"1,158","125,639",125,"3,390","122,249"
2007.05,우크라이나,834,"111,364",57,"17,834","93,529"
2007.05,이집트,"1,249","106,946",66,"53,063","53,884"
2007.05,카타르,431,"105,438",64,"741,902","-636,464"
2007.05,베네주엘라,568,"103,964",13,"13,283","90,681"
2007.05,헝가리,"1,412","103,915",509,"26,228","77,687"
2007.05,콜롬비아,908,"95,448",101,"9,143","86,306"
2007.05,핀란드,"1,355","92,883",962,"67,531","25,352"
2007.05,알제리,212,"89,780",3,"28,914","60,866"
2007.05,루마니아,568,"86,098",59,"4,653","81,445"
2007.05,이스라엘,"1,562","83,877",970,"52,422","31,455"
2007.05,뉴질랜드,"1,451","82,101","1,893","105,680","-23,579"
2007.05,기타국,269,"79,932",220,"4,416","75,516"
2007.05,체코공화국,772,"79,305",570,"33,226","46,080"
2007.05,아일랜드,624,"72,698",796,"68,434","4,264"
2007.05,시리아,517,"72,339",11,682,"71,657"
2007.05,나이지리아,961,"71,566",15,"64,828","6,738"
2007.05,바하마,19,"63,209",1,0,"63,208"
2007.05,파키스탄,"1,530","60,114",632,"41,970","18,144"
2007.05,우즈베크,518,"59,325",98,"4,018","55,307"
2007.05,오스트리아,828,"52,297","1,774","75,326","-23,028"
2007.05,쿠웨이트,535,"52,280",60,"864,015","-811,735"
2007.05,스위스,813,"49,222","3,033","165,390","-116,167"
2007.05,사이프러스,145,"48,382",3,55,"48,327"
2007.05,방글라데시,"2,364","44,870",216,"18,490","26,380"
2007.05,페루,691,"43,960",174,"87,565","-43,605"
2007.05,카자흐스탄,765,"43,717",46,"24,560","19,157"
2007.05,모로코,395,"42,978",192,"6,837","36,140"
2007.05,리비아,"1,216","41,825",2,263,"41,563"
2007.05,슬로베니아,266,"41,211",94,"2,868","38,343"
2007.05,아르헨티나,654,"39,188",294,"88,082","-48,895"
2007.05,오만,216,"35,809",57,"157,439","-121,630"
2007.05,영령 캐이맨 군도,5,"35,385",0,0,"35,385"
2007.05,요르단,"1,456","34,813",37,"1,703","33,110"
2007.05,포루투갈,732,"33,765",219,"21,645","12,120"
